ID	geneLength	allCountsMulti	filteredCountsMulti	dupRateMulti	dupsPerIdMulti	RPKMulti	PKMMulti	allCounts	filteredCounts	dupRate	dupsPerId	RPK	RPKM
FBgn0040828	531	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265720	436	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266084	10218	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035924	1179	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035926	337	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035928	1380	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035929	568	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0085455	1022	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052023	525	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0085456	865	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035931	1061	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052024	743	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035932	702	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035933	800	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263930	4483	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052026	2382	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267473	871	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0262788	416	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267531	2245	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0020633	2451	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035934	4457	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052034	74	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266757	5847	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035936	2330	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0264701	378	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0264305	5452	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0264307	8905	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0040321	1531	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0011787	738	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035941	1394	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035942	3254	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035943	1463	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035944	1088	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035945	2822	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0086706	2293	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035947	2132	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035948	1712	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035949	883	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263199	3144	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035951	1845	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035952	986	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0016070	5963	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035953	3945	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035954	1671	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035955	1113	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035956	1945	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028789	1595	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035957	1286	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0000116	3504	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035959	4775	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035960	1306	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0023479	9106	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0043806	1072	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0040827	618	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0011206	8169	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035964	1261	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035965	980	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263456	5622	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263556	105	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0004244	8994	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035968	3315	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035969	2400	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266957	410	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035970	1499	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035971	983	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0264000	7186	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035975	2097	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035976	3619	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035977	1355	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035978	3013	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052040	1364	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052039	881	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0085484	1590	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0085485	627	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0004379	3086	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035980	891	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035981	1677	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0011769	741	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0001229	987	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0001228	2109	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0001223	1900	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035982	864	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0001225	1010	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0001227	1733	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263492	2901	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0001224	884	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0001226	1632	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263494	467	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263493	352	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035983	3453	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0015218	2235	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035985	1010	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035986	4406	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035987	2225	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035989	3359	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035988	1455	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0023129	1529	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0015296	1600	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0005533	535	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0082953	145	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0040305	4604	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0260431	1598	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0260859	1125	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267532	467	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035993	2055	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0053926	820	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035995	2120	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035996	1028	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266124	697	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035997	3384	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035999	1639	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267533	958	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0035998	1126	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036000	1372	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266101	6980	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0011327	1394	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036004	8463	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036005	1206	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052036	709	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052037	1836	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036007	3195	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036008	1888	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0010408	1018	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267534	873	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0086075	88	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0053703	546	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0053702	540	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0053701	315	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0053700	1116	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036009	1497	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036010	1755	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0261555	6878	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036013	342	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036014	1354	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036015	836	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036016	1026	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036017	6226	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267348	5916	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036018	2926	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036019	1362	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036020	1645	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0016081	11788	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036022	910	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036023	870	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036024	901	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0053696	2704	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036028	1427	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0087040	1617	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036030	2361	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036029	1080	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267454	885	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266596	555	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0015321	1709	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036031	2854	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036032	5930	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0040475	2146	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0045823	2273	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0065081	73	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036035	1310	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036036	1073	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0261530	2599	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036038	3227	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036039	2379	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0019644	918	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036040	1834	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263541	122	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0259163	7218	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265448	544	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266956	455	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036043	6616	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036044	3248	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0044051	465	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0044328	2362	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036046	670	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0044050	751	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0044049	804	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0264489	7911	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0044048	478	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028429	1858	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0015618	1529	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0004390	5434	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036052	2233	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036053	3685	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0027567	3160	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266955	676	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0085411	3091	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0011836	3972	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0025866	4274	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267535	1294	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036056	1331	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036057	1331	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036058	2227	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036059	3033	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0085385	6061	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036062	1534	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0026404	2015	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036063	843	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0259932	1262	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263251	1354	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0040823	6312	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267536	848	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267537	1037	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266648	615	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267538	626	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036066	2112	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052053	1618	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052054	1775	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0262007	1752	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0262008	1422	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267539	984	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052057	3546	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0086076	115	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036070	1109	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036072	1096	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0000451	3741	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265731	665	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036075	1256	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052055	1605	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052056	2406	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265735	328	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266952	419	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265734	444	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036078	1215	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265732	982	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265733	784	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0011569	2953	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266777	872	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036080	1176	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267665	21055	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267666	7941	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0262381	99	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267668	10235	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266076	98	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266780	1348	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265736	369	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0264722	471	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036082	1957	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036083	2295	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052058	1722	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0011802	3963	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052061	820	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0045770	3014	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052062	8305	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052064	2074	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036085	1917	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0260396	457	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0262592	698	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0085267	754	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036089	683	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0260644	763	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0260643	674	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0054001	587	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0001179	2628	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0000629	2665	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036090	863	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036091	334	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052066	2555	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036093	1019	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036094	1022	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036096	1555	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052068	701	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0010762	5134	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036099	1575	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0053493	638	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0047038	597	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036101	1146	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0262890	1164	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265737	506	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265738	543	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265739	187	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036102	1161	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265447	1938	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0262020	1266	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266782	602	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266781	458	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266679	540	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0026160	6751	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036104	2723	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036105	1050	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036106	1544	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036107	629	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0027615	1816	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036108	554	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036109	565	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266681	1024	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036110	457	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036111	3115	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266783	775	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266784	642	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036112	761	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267309	292	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0013469	4792	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0086077	81	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0029172	1312	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052079	1374	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052081	1566	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265740	610	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263776	3292	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266594	422	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036116	2465	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036117	1594	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036118	645	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052069	356	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052075	1955	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0025355	3776	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266540	3776	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036121	690	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263241	2270	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0010741	993	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036124	3714	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0020412	6634	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036125	2638	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0083068	1031	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036126	614	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0261112	1867	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036128	840	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052072	937	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052071	453	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052073	575	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036131	498	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0054012	551	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036133	1891	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0003462	777	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036134	3823	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036135	1039	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036136	1194	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0260795	3715	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0014368	568	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052074	440	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036138	494	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052082	5246	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036139	1073	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0264721	953	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052076	1529	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036141	2574	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036142	2320	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036143	2651	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036144	3916	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036147	2630	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036145	668	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036146	755	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0061469	3674	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0064766	3255	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0261553	6697	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267717	409	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266954	282	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036150	2443	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265929	1121	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265930	319	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265925	348	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265924	271	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265926	694	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265928	2873	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265927	419	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0041094	3124	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265931	603	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266953	450	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036152	3956	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036153	1523	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265468	1099	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036154	2078	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265932	495	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265933	323	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265934	675	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266785	343	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266786	349	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036155	2020	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266396	1215	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0261813	1097	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036156	984	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265469	324	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265470	560	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036157	1107	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036158	782	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265741	557	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265742	633	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036159	1356	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036160	1395	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0036161	1136	0	0	NA	0	0	0	0	0	NA	0	0	0
